Sample_Name,Biological_Replicate,Technical_Replicate,Negative_control,Cruise_ID_short,Cruise_ID_long,Collection_Date_UTC,Collection_Date_local,Collection_Time_UTC,Field_Sample_Name,Cast_No.,Rosette_position,Field_collection_method,Preservation,Area.within.region,Station,Depth_m,Lat,Lon,Sample_volume_ml,Personnel_responsible_for_Collecting_Sample,Field_Notes,Combined_date,Date_UTC,Date_local,Lat_fix,Lat_dec,Lon_fix,Lon_dec,cast,nb,date,time,Sbeox0ML.L,Sbeox0PS,Sbox0Mm.Kg,Sbeox1ML.L,Sbeox1PS,Sbox1Mm.Kg,Sal00,Sal11,Sigma.t00,Sigma.t11,FlECO.AFL,T090C,T190C,TurbWETntu0,PrDM
E24.NC.DY2012,1,1,TRUE,DY2012,DY20-12 Dyson 2020,9/5/20,NA,,Control-1,NA,NA,0.22µm swinex filter,95% EtOH,NA,NA,NA,NA,NA,1000,"Sarah Donohoe, Penelope Adams",Filter stored in 50cc tube,9/5/20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
E25.2B.DY2012,2,1,FALSE,DY2012,DY20-12 Dyson 2020,9/5/20,NA,2:50,M5 0mR2 2,10,10,Niskin; 0.22 µm swinex filter,95% EtOH,Bering Sea,M5,0,59˚ 54.292' N,171˚ 41.905' W,1000,"Sarah Donohoe, Penelope Adams",Filter stored in 50cc tube,9/5/20 2:50,9/5/20 2:50,9/5/20 10:50,59 54.292,59.90486667,171 41.905,-171.6984167,ctd010,10,5-Sep-20,2:55:21,6.2191,98.163,271.167,6.0939,96.187,265.71,31.7253,31.6793,24.2589,24.2234,0.2642,10.814,10.8126,0.2014,1.973
E26.1B.NC.DY2012,1,1,TRUE,DY2012,DY20-12 Dyson 2020,9/5/20,NA,2:50,M5 65mR1 3,10,2,Niskin; 0.22 µm swinex filter,95% EtOH,Bering Sea,M5,65,59˚ 54.292' N,171˚ 41.905' W,1000,"Sarah Donohoe, Penelope Adams",Filter stored in 50cc tube,9/5/20 2:50,9/5/20 2:50,9/5/20 10:50,59 54.292,59.90486667,171 41.905,-171.6984167,ctd010,2,5-Sep-20,2:50:42,7.6529,93.259,333.256,7.4137,90.344,322.841,31.8522,31.789,25.5691,25.518,1.2929,-0.08,-0.079,1.1491,65.235
E26.2B.DY2012,2,1,FALSE,DY2012,DY20-12 Dyson 2020,9/5/20,NA,2:50,M5 65mR2 4,10,2,Niskin; 0.22 µm swinex filter,95% EtOH,Bering Sea,M5,65,59˚ 54.292' N,171˚ 41.905' W,1000,"Sarah Donohoe, Penelope Adams",Filter stored in 50cc tube,9/5/20 2:50,9/5/20 2:50,9/5/20 10:50,59 54.292,59.90486667,171 41.905,-171.6984167,ctd010,2,5-Sep-20,2:50:42,7.6529,93.259,333.256,7.4137,90.344,322.841,31.8522,31.789,25.5691,25.518,1.2929,-0.08,-0.079,1.1491,65.235
E27.1B.DY2012,1,1,FALSE,DY2012,DY20-12 Dyson 2020,9/7/20,NA,23:59,DBO1-5 0mR1 5,16,10,Niskin; 0.22 µm swinex filter,95% EtOH,Bering Sea,DBO1-5,0,62˚ 27.996' N,174˚ 05.070' W,1000,"Sarah Donohoe, Penelope Adams","The eDNA record sheet for station M8 box 2 is not consistent with the CTD log sheet, which doesnt show an eDNA sample taken at M8 box 2. Based on the date (09/07/20) and the bottom depth (58m), and cross-referencing the CTD log I believe samples 5-8 were actually from DBO 1-5, and that I wrote M8 box 2 in error. Filter stored in 50cc tube.",9/7/20 23:59,9/7/20 23:59,9/8/20 7:59,62 27.996,62.4666,174 05.070,-174.0845,ctd016,10,8-Sep-20,1:04:29,6.5017,99.981,283.362,6.3774,98.069,277.945,32.0423,32.0449,24.7207,24.7229,0.4405,9.5229,9.5224,0.2274,3.15
E27.2B.DY2012,2,1,FALSE,DY2012,DY20-12 Dyson 2020,9/7/20,NA,23:59,DBO1-5 0mR2 6,16,10,Niskin; 0.22 µm swinex filter,95% EtOH,Bering Sea,DBO1-5,0,62˚ 27.996' N,174˚ 05.070' W,1000,"Sarah Donohoe, Penelope Adams","The eDNA record sheet for station M8 box 2 is not consistent with the CTD log sheet, which doesnt show an eDNA sample taken at M8 box 2. Based on the date (09/07/20) and the bottom depth (58m), and cross-referencing the CTD log I believe samples 5-8 were actually from DBO 1-5, and that I wrote M8 box 2 in error. Filter stored in 50cc tube.",9/7/20 23:59,9/7/20 23:59,9/8/20 7:59,62 27.996,62.4666,174 05.070,-174.0845,ctd016,10,8-Sep-20,1:04:29,6.5017,99.981,283.362,6.3774,98.069,277.945,32.0423,32.0449,24.7207,24.7229,0.4405,9.5229,9.5224,0.2274,3.15
E28.1B.DY2012,1,1,FALSE,DY2012,DY20-12 Dyson 2020,9/7/20,NA,23:59,DBO1-5 58mR1 7,16,1,Niskin; 0.22 µm swinex filter,95% EtOH,Bering Sea,DBO1-5,58,62˚ 27.996' N,174˚ 05.070' W,1000,"Sarah Donohoe, Penelope Adams","The eDNA record sheet for station M8 box 2 is not consistent with the CTD log sheet, which doesnt show an eDNA sample taken at M8 box 2. Based on the date (09/07/20) and the bottom depth (58m), and cross-referencing the CTD log I believe samples 5-8 were actually from DBO 1-5, and that I wrote M8 box 2 in error. Filter stored in 50cc tube.",9/7/20 23:59,9/7/20 23:59,9/8/20 7:59,62 27.996,62.4666,174 05.070,-174.0845,ctd016,1,8-Sep-20,0:59:52,6.9937,83.496,304.424,6.7893,81.057,295.529,32.3368,32.3393,25.9945,25.9965,0.2239,-0.9815,-0.9805,1.2745,57.289
E28.2B.DY2012,2,1,FALSE,DY2012,DY20-12 Dyson 2020,9/7/20,NA,23:59,DBO1-5 58mR2 8,16,1,Niskin; 0.22 µm swinex filter,95% EtOH,Bering Sea,DBO1-5,58,62˚ 27.996' N,174˚ 05.070' W,1000,"Sarah Donohoe, Penelope Adams","The eDNA record sheet for station M8 box 2 is not consistent with the CTD log sheet, which doesnt show an eDNA sample taken at M8 box 2. Based on the date (09/07/20) and the bottom depth (58m), and cross-referencing the CTD log I believe samples 5-8 were actually from DBO 1-5, and that I wrote M8 box 2 in error. Filter stored in 50cc tube.",9/7/20 23:59,9/7/20 23:59,9/8/20 7:59,62 27.996,62.4666,174 05.070,-174.0845,ctd016,1,8-Sep-20,0:59:52,6.9937,83.496,304.424,6.7893,81.057,295.529,32.3368,32.3393,25.9945,25.9965,0.2239,-0.9815,-0.9805,1.2745,57.289
E29.1B.DY2012,1,1,FALSE,DY2012,DY20-12 Dyson 2020,9/8/20,NA,7:11,DBO1-1 0mR1 9,19,10,Niskin; 0.22 µm swinex filter,95% EtOH,Bering Sea,DBO1-1,0,62˚ 00.64' N,175˚ 04.18' W,1000,"Sarah Donohoe, Penelope Adams",Filter stored in 50cc tube,9/8/20 7:11,9/8/20 7:11,9/8/20 15:11,62 00.64,62.01066667,175 04.18,-175.0696667,ctd019,10,8-Sep-20,6:54:35,6.4757,99.939,282.239,6.3556,98.086,277.007,32.0174,32.0201,24.6738,24.6757,0.8915,9.6937,9.6952,0.241,3.724
E29.2B.DY2012,2,1,FALSE,DY2012,DY20-12 Dyson 2020,9/8/20,NA,7:11,DBO1-1 0mR2 10,19,10,Niskin; 0.22 µm swinex filter,95% EtOH,Bering Sea,DBO1-1,0,62˚ 00.64' N,175˚ 04.18' W,1000,"Sarah Donohoe, Penelope Adams",Filter stored in 50cc tube,9/8/20 7:11,9/8/20 7:11,9/8/20 15:11,62 00.64,62.01066667,175 04.18,-175.0696667,ctd019,10,8-Sep-20,6:54:35,6.4757,99.939,282.239,6.3556,98.086,277.007,32.0174,32.0201,24.6738,24.6757,0.8915,9.6937,9.6952,0.241,3.724
E30.1B.DY2012,1,1,FALSE,DY2012,DY20-12 Dyson 2020,9/8/20,NA,7:11,DBO1-1 70mR1 11,19,1,Niskin; 0.22 µm swinex filter,95% EtOH,Bering Sea,DBO1-1,70,62˚ 00.64' N,175˚ 04.18' W,1000,"Sarah Donohoe, Penelope Adams",Filter stored in 50cc tube,9/8/20 7:11,9/8/20 7:11,9/8/20 15:11,62 00.64,62.01066667,175 04.18,-175.0696667,ctd019,1,8-Sep-20,6:49:39,7.0388,84.281,306.377,6.8378,81.875,297.63,32.3829,32.3854,26.0287,26.0306,0.1571,-0.8841,-0.8816,2.2315,70.944
E30.2B.DY2012,2,1,FALSE,DY2012,DY20-12 Dyson 2020,9/8/20,NA,7:11,DBO1-1 70mR2 12,19,1,Niskin; 0.22 µm swinex filter,95% EtOH,Bering Sea,DBO1-1,70,62˚ 00.64' N,175˚ 04.18' W,1000,"Sarah Donohoe, Penelope Adams",Filter stored in 50cc tube,9/8/20 7:11,9/8/20 7:11,9/8/20 15:11,62 00.64,62.01066667,175 04.18,-175.0696667,ctd019,1,8-Sep-20,6:49:39,7.0388,84.281,306.377,6.8378,81.875,297.63,32.3829,32.3854,26.0287,26.0306,0.1571,-0.8841,-0.8816,2.2315,70.944
E31.1B.DY2012,1,1,FALSE,DY2012,DY20-12 Dyson 2020,9/8/20,NA,11:58,DBO1-3 0mR1 13,22,9,Niskin; 0.22 µm swinex filter,95% EtOH,Bering Sea,DBO1-3,0,62˚ 13.07' N,174˚ 52.69' W,1000,"Sarah Donohoe, Penelope Adams",Filter stored in 50cc tube,9/8/20 11:58,9/8/20 11:58,9/8/20 19:58,62 13.07,62.21783333,174 52.69,-174.8781667,ctd022,9,8-Sep-20,12:02:59,6.4134,99.374,279.527,6.2925,97.5,274.254,32.0553,32.0579,24.6756,24.6777,0.7742,9.8648,9.8648,0.2362,4.236
E31.2B.DY2012,2,1,FALSE,DY2012,DY20-12 Dyson 2020,9/8/20,NA,11:58,DBO1-3 0mR2 14,22,9,Niskin; 0.22 µm swinex filter,95% EtOH,Bering Sea,DBO1-3,0,62˚ 13.07' N,174˚ 52.69' W,1000,"Sarah Donohoe, Penelope Adams",Filter stored in 50cc tube,9/8/20 11:58,9/8/20 11:58,9/8/20 19:58,62 13.07,62.21783333,174 52.69,-174.8781667,ctd022,9,8-Sep-20,12:02:59,6.4134,99.374,279.527,6.2925,97.5,274.254,32.0553,32.0579,24.6756,24.6777,0.7742,9.8648,9.8648,0.2362,4.236
E32.1B.DY2012,1,1,FALSE,DY2012,DY20-12 Dyson 2020,9/8/20,NA,11:58,DBO1-3 66mR1 15,22,1,Niskin; 0.22 µm swinex filter,95% EtOH,Bering Sea,DBO1-3,66,62˚ 13.07' N,174˚ 52.69' W,1000,"Sarah Donohoe, Penelope Adams",Filter stored in 50cc tube,9/8/20 11:58,9/8/20 11:58,9/8/20 19:58,62 13.07,62.21783333,174 52.69,-174.8781667,ctd022,1,8-Sep-20,11:58:22,7.0588,84.343,307.25,6.8821,82.231,299.557,32.3779,32.3807,26.0272,26.0294,0.1873,-0.9617,-0.9609,2.3178,67.228
E32.2B.DY2012,2,1,FALSE,DY2012,DY20-12 Dyson 2020,9/8/20,NA,11:58,DBO1-3 66mR2 16,22,1,Niskin; 0.22 µm swinex filter,95% EtOH,Bering Sea,DBO1-3,66,62˚ 13.07' N,174˚ 52.69' W,1000,"Sarah Donohoe, Penelope Adams",Filter stored in 50cc tube,9/8/20 11:58,9/8/20 11:58,9/8/20 19:58,62 13.07,62.21783333,174 52.69,-174.8781667,ctd022,1,8-Sep-20,11:58:22,7.0588,84.343,307.25,6.8821,82.231,299.557,32.3779,32.3807,26.0272,26.0294,0.1873,-0.9617,-0.9609,2.3178,67.228
E33.1B.DY2012,1,1,FALSE,DY2012,DY20-12 Dyson 2020,9/8/20,NA,3:55,M8 0mR1 17,24,9,Niskin; 0.22 µm swinex filter,95% EtOH,Bering Sea,M8,0,62˚ 12.224' N,174˚ 41.949' W,1000,"Sarah Donohoe, Penelope Adams",Filter stored in 50cc tube,9/8/20 3:55,9/8/20 3:55,9/8/20 11:55,62 12.224,62.20373333,174 41.949,-174.69915,ctd024,9,8-Sep-20,15:58:51,6.4853,99.582,282.667,6.3546,97.575,276.972,31.9403,31.9483,24.6469,24.6531,0.996,9.486,9.4866,0.2686,2.144
E33.2B.DY2012,2,1,FALSE,DY2012,DY20-12 Dyson 2020,9/8/20,NA,3:55,M8 0mR2 18,24,9,Niskin; 0.22 µm swinex filter,95% EtOH,Bering Sea,M8,0,62˚ 12.224' N,174˚ 41.949' W,1000,"Sarah Donohoe, Penelope Adams",Filter stored in 50cc tube,9/8/20 3:55,9/8/20 3:55,9/8/20 11:55,62 12.224,62.20373333,174 41.949,-174.69915,ctd024,9,8-Sep-20,15:58:51,6.4853,99.582,282.667,6.3546,97.575,276.972,31.9403,31.9483,24.6469,24.6531,0.996,9.486,9.4866,0.2686,2.144
E34.1B.DY2012,1,1,FALSE,DY2012,DY20-12 Dyson 2020,9/8/20,NA,3:55,M8 68mR1 19,24,2,Niskin; 0.22 µm swinex filter,95% EtOH,Bering Sea,M8,68,62˚ 12.224' N,174˚ 41.949' W,1000,"Sarah Donohoe, Penelope Adams",Filter stored in 50cc tube,9/8/20 3:55,9/8/20 3:55,9/8/20 11:55,62 12.224,62.20373333,174 41.949,-174.69915,ctd024,2,8-Sep-20,15:54:20,6.9271,82.799,301.526,6.7353,80.506,293.176,32.3405,32.3428,25.9961,25.998,0.3299,-0.9386,-0.9379,5.1609,68.49
E34.2B.DY2012,2,1,FALSE,DY2012,DY20-12 Dyson 2020,9/8/20,NA,3:55,M8 68mR2 20,24,2,Niskin; 0.22 µm swinex filter,95% EtOH,Bering Sea,M8,68,62˚ 12.224' N,174˚ 41.949' W,1000,"Sarah Donohoe, Penelope Adams",Filter stored in 50cc tube,9/8/20 3:55,9/8/20 3:55,9/8/20 11:55,62 12.224,62.20373333,174 41.949,-174.69915,ctd024,2,8-Sep-20,15:54:20,6.9271,82.799,301.526,6.7353,80.506,293.176,32.3405,32.3428,25.9961,25.998,0.3299,-0.9386,-0.9379,5.1609,68.49
E35.1B.DY2012,1,1,FALSE,DY2012,DY20-12 Dyson 2020,9/9/20,NA,12:48,DBO1-7 0mR1 21,26,9,Niskin; 0.22 µm swinex filter,95% EtOH,Bering Sea,DBO1-7,0,62˚ 47.381' N,173˚ 29.850' W,1000,"Sarah Donohoe, Penelope Adams",Filter stored in 50cc tube,9/9/20 12:48,9/9/20 12:48,9/9/20 20:48,62 47.381,62.78968333,173 29.850,-173.4975,ctd026,9,9-Sep-20,0:54:39,6.6914,100.671,291.577,6.5412,98.412,285.034,32.0793,32.0825,24.9035,24.9057,0.392,8.5278,8.5304,0.2348,3.116
E35.2B.DY2012,2,1,FALSE,DY2012,DY20-12 Dyson 2020,9/9/20,NA,12:48,DBO1-7 0mR2 22,26,9,Niskin; 0.22 µm swinex filter,95% EtOH,Bering Sea,DBO1-7,0,62˚ 47.381' N,173˚ 29.850' W,1000,"Sarah Donohoe, Penelope Adams",Filter stored in 50cc tube,9/9/20 12:48,9/9/20 12:48,9/9/20 20:48,62 47.381,62.78968333,173 29.850,-173.4975,ctd026,9,9-Sep-20,0:54:39,6.6914,100.671,291.577,6.5412,98.412,285.034,32.0793,32.0825,24.9035,24.9057,0.392,8.5278,8.5304,0.2348,3.116
E36.1B.DY2012,1,1,FALSE,DY2012,DY20-12 Dyson 2020,9/9/20,NA,12:48,DBO1-7 65mR1 23,26,1,Niskin; 0.22 µm swinex filter,95% EtOH,Bering Sea,DBO1-7,65,62˚ 47.381' N,173˚ 29.850' W,1000,"Sarah Donohoe, Penelope Adams",Filter stored in 50cc tube,9/9/20 12:48,9/9/20 12:48,9/9/20 20:48,62 47.381,62.78968333,173 29.850,-173.4975,ctd026,1,9-Sep-20,0:50:36,5.7279,67.69,249.303,5.5991,66.168,243.699,32.4373,32.4399,26.0878,26.0899,0.1696,-1.3883,-1.3899,1.4937,64.477
E36.2B.DY2012,2,1,FALSE,DY2012,DY20-12 Dyson 2020,9/9/20,NA,12:48,DBO1-7 65mR2 24,26,1,Niskin; 0.22 µm swinex filter,95% EtOH,Bering Sea,DBO1-7,65,62˚ 47.381' N,173˚ 29.850' W,1000,"Sarah Donohoe, Penelope Adams",Filter stored in 50cc tube,9/9/20 12:48,9/9/20 12:48,9/9/20 20:48,62 47.381,62.78968333,173 29.850,-173.4975,ctd026,1,9-Sep-20,0:50:36,5.7279,67.69,249.303,5.5991,66.168,243.699,32.4373,32.4399,26.0878,26.0899,0.1696,-1.3883,-1.3899,1.4937,64.477
E37.1B.DY2012,1,1,FALSE,DY2012,DY20-12 Dyson 2020,9/9/20,NA,4:48,DBO1-9 0mR1 25,28,10,Niskin; 0.22 µm swinex filter,95% EtOH,Bering Sea,DBO1-9,0,63˚ 16.504' N,173˚ 17.279' W,1000,"Sarah Donohoe, Penelope Adams",Filter stored in 50cc tube,9/9/20 4:48,9/9/20 4:48,9/9/20 12:48,63 16.504,63.27506667,173 17.279,-173.2879833,ctd028,10,9-Sep-20,4:54:00,6.8651,103.12,299.096,6.7363,101.186,293.485,32.2726,32.2756,25.0739,25.0761,2.1718,8.4011,8.4013,0.2727,3.346
E37.2B.DY2012,2,1,FALSE,DY2012,DY20-12 Dyson 2020,9/9/20,NA,4:48,DBO1-9 0mR2 26,28,10,Niskin; 0.22 µm swinex filter,95% EtOH,Bering Sea,DBO1-9,0,63˚ 16.504' N,173˚ 17.279' W,1000,"Sarah Donohoe, Penelope Adams",Filter stored in 50cc tube,9/9/20 4:48,9/9/20 4:48,9/9/20 12:48,63 16.504,63.27506667,173 17.279,-173.2879833,ctd028,10,9-Sep-20,4:54:00,6.8651,103.12,299.096,6.7363,101.186,293.485,32.2726,32.2756,25.0739,25.0761,2.1718,8.4011,8.4013,0.2727,3.346
E38.1B.DY2012,1,1,FALSE,DY2012,DY20-12 Dyson 2020,9/9/20,NA,4:48,DBO1-9 65mR1 27,28,2,Niskin; 0.22 µm swinex filter,95% EtOH,Bering Sea,DBO1-9,65,63˚ 16.504' N,173˚ 17.279' W,1000,"Sarah Donohoe, Penelope Adams",Filter stored in 50cc tube,9/9/20 4:48,9/9/20 4:48,9/9/20 12:48,63 16.504,63.27506667,173 17.279,-173.2879833,ctd028,2,9-Sep-20,4:48:50,6.1812,78.013,268.978,6.0445,76.288,263.028,32.8381,32.8407,26.307,26.309,0.1425,1.0033,1.0047,1.2112,66.229
E38.2B.DY2012,2,1,FALSE,DY2012,DY20-12 Dyson 2020,9/9/20,NA,4:48,DBO1-9 65mR2 28,28,2,Niskin; 0.22 µm swinex filter,95% EtOH,Bering Sea,DBO1-9,65,63˚ 16.504' N,173˚ 17.279' W,1000,"Sarah Donohoe, Penelope Adams",Filter stored in 50cc tube,9/9/20 4:48,9/9/20 4:48,9/9/20 12:48,63 16.504,63.27506667,173 17.279,-173.2879833,ctd028,2,9-Sep-20,4:48:50,6.1812,78.013,268.978,6.0445,76.288,263.028,32.8381,32.8407,26.307,26.309,0.1425,1.0033,1.0047,1.2112,66.229
