Sample_Name,Biological_Replicate,Technical_Replicate,Negative_control,Cruise_ID_short,Cruise_ID_long,Collection_Date_UTC,Collection_Date_local,Collection_Time_UTC,Collection_Time_local,Field_Sample_Name,Cast_No.,Rosette_position,Field_collection_method,Preservation,Area.within.region,Station,Depth_m,Lat,Lon,Sample_volume_ml,Personnel_responsible_for_Collecting_Sample,Field_Notes
E1099.SKQ2021,1,1,FALSE,SKQ2021,SKQ21 EcoFOCI DBO,11/12/21,11/12/21,15:39,6:39,NA,17,20,Niskin; Sterivex 0.22µm filter,95% EtOH,Chukchi Sea,DBO3.7,10,67˚ 46.97' N,168˚ 35.698' W,1000,Matt Galaska,
MID.NC.SKQ2021,1,1,TRUE,SKQ2021,SKQ21 EcoFOCI DBO,11/14/21,11/14/21,NA,NA,NA,NA,NA,Sterivex 0.22µm filter,95% EtOH,NA,NA,NA,NA,NA,NA,NA,
E1100.SKQ2021,1,1,FALSE,SKQ2021,SKQ21 EcoFOCI DBO,11/14/21,11/14/21,9:51,0:51,NA,18,2,Niskin; Sterivex 0.22µm filter,95% EtOH,Bering Sea,M8,68.4,62˚ 12.08' N,174˚ 40.80' W,1000,Matt Galaska,
E1101.SKQ2021,1,1,FALSE,SKQ2021,SKQ21 EcoFOCI DBO,11/14/21,11/14/21,9:51,0:51,NA,18,11,Niskin; Sterivex 0.22µm filter,95% EtOH,Bering Sea,M8,31.1,62˚ 12.08' N,174˚ 40.80' W,1000,Matt Galaska,
E1102.SKQ2021,1,1,FALSE,SKQ2021,SKQ21 EcoFOCI DBO,11/14/21,11/14/21,9:51,0:51,NA,18,17,Niskin; Sterivex 0.22µm filter,95% EtOH,Bering Sea,M8,10,62˚ 12.08' N,174˚ 40.80' W,1000,Matt Galaska,
E1103.SKQ2021,1,1,FALSE,SKQ2021,SKQ21 EcoFOCI DBO,11/14/21,11/14/21,12:06,3:06,NA,19,3,Niskin; Sterivex 0.22µm filter,95% EtOH,Bering Sea,DBO1.1,73.9,62˚ 0.00' N,175˚ 04' W,1000,Matt Galaska,
E1104.SKQ2021,1,1,FALSE,SKQ2021,SKQ21 EcoFOCI DBO,11/14/21,11/14/21,12:06,3:06,NA,19,12,Niskin; Sterivex 0.22µm filter,95% EtOH,Bering Sea,DBO1.1,30.3,62˚ 0.00' N,175˚ 04' W,1000,Matt Galaska,
E1105.SKQ2021,1,1,FALSE,SKQ2021,SKQ21 EcoFOCI DBO,11/14/21,11/14/21,12:06,3:06,NA,19,18,Niskin; Sterivex 0.22µm filter,95% EtOH,Bering Sea,DBO1.1,9.8,62˚ 0.00' N,175˚ 04' W,1000,Matt Galaska,
E1106.SKQ2021,1,1,FALSE,SKQ2021,SKQ21 EcoFOCI DBO,11/14/21,11/14/21,14:06,5:06,NA,20,3,Niskin; Sterivex 0.22µm filter,95% EtOH,Bering Sea,DBO1.2,75.9,62˚ 2.957' N,175˚ 12.518' W,1000,Matt Galaska,
E1107.SKQ2021,1,1,FALSE,SKQ2021,SKQ21 EcoFOCI DBO,11/14/21,11/14/21,14:06,5:06,NA,20,12,Niskin; Sterivex 0.22µm filter,95% EtOH,Bering Sea,DBO1.2,30.8,62˚ 2.957' N,175˚ 12.518' W,1000,Matt Galaska,
E1108.SKQ2021,1,1,FALSE,SKQ2021,SKQ21 EcoFOCI DBO,11/14/21,11/14/21,14:06,5:06,NA,20,18,Niskin; Sterivex 0.22µm filter,95% EtOH,Bering Sea,DBO1.2,10,62˚ 2.957' N,175˚ 12.518' W,1000,Matt Galaska,
E1109.SKQ2021,1,1,FALSE,SKQ2021,SKQ21 EcoFOCI DBO,11/14/21,11/14/21,17:01,8:01,NA,21,3,Niskin; Sterivex 0.22µm filter,95% EtOH,Bering Sea,DBO1.3,69.7,62˚ 13.2' N,174˚ 52.67' W,1000,Matt Galaska,
E1110.SKQ2021,1,1,FALSE,SKQ2021,SKQ21 EcoFOCI DBO,11/14/21,11/14/21,17:01,8:01,NA,21,12,Niskin; Sterivex 0.22µm filter,95% EtOH,Bering Sea,DBO1.3,30.5,62˚ 13.2' N,174˚ 52.67' W,1000,Matt Galaska,
E1111.SKQ2021,1,1,FALSE,SKQ2021,SKQ21 EcoFOCI DBO,11/14/21,11/14/21,17:01,8:01,NA,21,18,Niskin; Sterivex 0.22µm filter,95% EtOH,Bering Sea,DBO1.3,9.9,62˚ 13.2' N,174˚ 52.67' W,1000,Matt Galaska,
E1112.SKQ2021,1,1,FALSE,SKQ2021,SKQ21 EcoFOCI DBO,11/14/21,11/14/21,18:58,9:58,NA,22,3,Niskin; Sterivex 0.22µm filter,95% EtOH,Bering Sea,DBO1.4,65.4,62˚ 23.42' N,174˚ 34.296' W,1000,Matt Galaska,
E1113.SKQ2021,1,1,FALSE,SKQ2021,SKQ21 EcoFOCI DBO,11/14/21,11/14/21,18:58,9:58,NA,22,12,Niskin; Sterivex 0.22µm filter,95% EtOH,Bering Sea,DBO1.4,30.3,62˚ 23.42' N,174˚ 34.296' W,1000,Matt Galaska,
E1114.SKQ2021,1,1,FALSE,SKQ2021,SKQ21 EcoFOCI DBO,11/14/21,11/14/21,18:58,9:58,NA,22,18,Niskin; Sterivex 0.22µm filter,95% EtOH,Bering Sea,DBO1.4,10.2,62˚ 23.42' N,174˚ 34.296' W,1000,Matt Galaska,
E1115.SKQ2021,1,1,FALSE,SKQ2021,SKQ21 EcoFOCI DBO,11/14/21,11/14/21,22:19,13:19,NA,23,3,Niskin; Sterivex 0.22µm filter,95% EtOH,Bering Sea,DBO1.5,62.6,62˚ 28.1' N,174˚ 5.07' W,1000,Matt Galaska,
E1116.SKQ2021,1,1,FALSE,SKQ2021,SKQ21 EcoFOCI DBO,11/14/21,11/14/21,22:19,13:19,NA,23,12,Niskin; Sterivex 0.22µm filter,95% EtOH,Bering Sea,DBO1.5,29.5,62˚ 28.1' N,174˚ 5.07' W,1000,Matt Galaska,
E1117.SKQ2021,1,1,FALSE,SKQ2021,SKQ21 EcoFOCI DBO,11/14/21,11/14/21,22:19,13:19,NA,23,18,Niskin; Sterivex 0.22µm filter,95% EtOH,Bering Sea,DBO1.5,9.8,62˚ 28.1' N,174˚ 5.07' W,1000,Matt Galaska,
E1118.SKQ2021,1,1,FALSE,SKQ2021,SKQ21 EcoFOCI DBO,11/15/21,11/14/21,0:00,15:00,NA,24,3,Niskin; Sterivex 0.22µm filter,95% EtOH,Bering Sea,DBO1.6,60.2,62˚ 33.63' N,173˚ 33.027' W,1000,Matt Galaska,
E1119.SKQ2021,1,1,FALSE,SKQ2021,SKQ21 EcoFOCI DBO,11/15/21,11/14/21,0:00,15:00,NA,24,12,Niskin; Sterivex 0.22µm filter,95% EtOH,Bering Sea,DBO1.6,30.6,62˚ 33.63' N,173˚ 33.027' W,1000,Matt Galaska,
E1120.SKQ2021,1,1,FALSE,SKQ2021,SKQ21 EcoFOCI DBO,11/15/21,11/14/21,0:00,15:00,NA,24,18,Niskin; Sterivex 0.22µm filter,95% EtOH,Bering Sea,DBO1.6,10.9,62˚ 33.63' N,173˚ 33.027' W,1000,Matt Galaska,
E1121.SKQ2021,1,1,FALSE,SKQ2021,SKQ21 EcoFOCI DBO,11/15/21,11/14/21,3:51,18:51,NA,25,3,Niskin; Sterivex 0.22µm filter,95% EtOH,Bering Sea,DBO1.7,65.6,62˚ 47.25' N,173˚ 30.025' W,1000,Matt Galaska,
E1122.SKQ2021,1,1,FALSE,SKQ2021,SKQ21 EcoFOCI DBO,11/15/21,11/14/21,3:51,18:51,NA,25,12,Niskin; Sterivex 0.22µm filter,95% EtOH,Bering Sea,DBO1.7,31.2,62˚ 47.25' N,173˚ 30.025' W,1000,Matt Galaska,
E1123.SKQ2021,1,1,FALSE,SKQ2021,SKQ21 EcoFOCI DBO,11/15/21,11/14/21,3:51,18:51,NA,25,18,Niskin; Sterivex 0.22µm filter,95% EtOH,Bering Sea,DBO1.7,10.9,62˚ 47.25' N,173˚ 30.025' W,1000,Matt Galaska,
E1124.SKQ2021,1,1,FALSE,SKQ2021,SKQ21 EcoFOCI DBO,11/15/21,11/14/21,5:50,20:50,NA,26,3,Niskin; Sterivex 0.22µm filter,95% EtOH,Bering Sea,DBO1.8,64.9,63˚ 1.81' N,173˚ 27.66' W,1000,Matt Galaska,
E1125.SKQ2021,1,1,FALSE,SKQ2021,SKQ21 EcoFOCI DBO,11/15/21,11/14/21,5:50,20:50,NA,26,12,Niskin; Sterivex 0.22µm filter,95% EtOH,Bering Sea,DBO1.8,30.4,63˚ 1.81' N,173˚ 27.66' W,1000,Matt Galaska,
E1126.SKQ2021,1,1,FALSE,SKQ2021,SKQ21 EcoFOCI DBO,11/15/21,11/14/21,5:50,20:50,NA,26,18,Niskin; Sterivex 0.22µm filter,95% EtOH,Bering Sea,DBO1.8,10.8,63˚ 1.81' N,173˚ 27.66' W,1000,Matt Galaska,
E1127.SKQ2021,1,1,FALSE,SKQ2021,SKQ21 EcoFOCI DBO,11/15/21,11/15/21,9:34,0:34,NA,27,3,Niskin; Sterivex 0.22µm filter,95% EtOH,Bering Sea,DBO1.9,60.9,63˚ 16.7' N,173˚ 16.86' W,1000,Matt Galaska,
E1128.SKQ2021,1,1,FALSE,SKQ2021,SKQ21 EcoFOCI DBO,11/15/21,11/15/21,9:34,0:34,NA,27,12,Niskin; Sterivex 0.22µm filter,95% EtOH,Bering Sea,DBO1.9,30.6,63˚ 16.7' N,173˚ 16.86' W,1000,Matt Galaska,
E1129.SKQ2021,1,1,FALSE,SKQ2021,SKQ21 EcoFOCI DBO,11/15/21,11/15/21,9:34,0:34,NA,27,18,Niskin; Sterivex 0.22µm filter,95% EtOH,Bering Sea,DBO1.9,10.6,63˚ 16.7' N,173˚ 16.86' W,1000,Matt Galaska,
E1130.SKQ2021,1,1,FALSE,SKQ2021,SKQ21 EcoFOCI DBO,11/15/21,11/15/21,12:54,3:54,NA,28,3,Niskin; Sterivex 0.22µm filter,95% EtOH,Bering Sea,DBO1.10,45.5,63˚ 36.29' N,172˚ 35.59' W,1000,Matt Galaska,
E1131.SKQ2021,1,1,FALSE,SKQ2021,SKQ21 EcoFOCI DBO,11/15/21,11/15/21,12:54,3:54,NA,28,9,Niskin; Sterivex 0.22µm filter,95% EtOH,Bering Sea,DBO1.10,29.7,63˚ 36.29' N,172˚ 35.59' W,1000,Matt Galaska,
E1132.SKQ2021,1,1,FALSE,SKQ2021,SKQ21 EcoFOCI DBO,11/15/21,11/15/21,12:54,3:54,NA,28,15,Niskin; Sterivex 0.22µm filter,95% EtOH,Bering Sea,DBO1.10,10.5,63˚ 36.29' N,172˚ 35.59' W,1000,Matt Galaska,
E1133.SKQ2021,1,1,FALSE,SKQ2021,SKQ21 EcoFOCI DBO,11/15/21,11/15/21,21:20,12:20,NA,29,3,Niskin; Sterivex 0.22µm filter,95% EtOH,Bering Sea,DBO2.1,42.6,64˚ 40.21' N,169˚ 55.122' W,1000,Matt Galaska,
E1134.SKQ2021,1,1,FALSE,SKQ2021,SKQ21 EcoFOCI DBO,11/15/21,11/15/21,21:20,12:20,NA,29,6,Niskin; Sterivex 0.22µm filter,95% EtOH,Bering Sea,DBO2.1,30.1,64˚ 40.21' N,169˚ 55.122' W,1000,Matt Galaska,
E1135.SKQ2021,1,1,FALSE,SKQ2021,SKQ21 EcoFOCI DBO,11/15/21,11/15/21,21:20,12:20,NA,29,12,Niskin; Sterivex 0.22µm filter,95% EtOH,Bering Sea,DBO2.1,10.4,64˚ 40.21' N,169˚ 55.122' W,1000,Matt Galaska,
E1136.SKQ2021,1,1,FALSE,SKQ2021,SKQ21 EcoFOCI DBO,11/16/21,11/15/21,0:44,15:44,NA,30,3,Niskin; Sterivex 0.22µm filter,95% EtOH,Bering Sea,DBO2.2,40.8,64˚ 40.8' N,169˚ 6.04' W,1000,Matt Galaska,
E1137.SKQ2021,1,1,FALSE,SKQ2021,SKQ21 EcoFOCI DBO,11/16/21,11/15/21,0:44,15:44,NA,30,6,Niskin; Sterivex 0.22µm filter,95% EtOH,Bering Sea,DBO2.2,30.2,64˚ 40.8' N,169˚ 6.04' W,1000,Matt Galaska,
E1138.SKQ2021,1,1,FALSE,SKQ2021,SKQ21 EcoFOCI DBO,11/16/21,11/15/21,0:44,15:44,NA,30,12,Niskin; Sterivex 0.22µm filter,95% EtOH,Bering Sea,DBO2.2,10,64˚ 40.8' N,169˚ 6.04' W,1000,Matt Galaska,
E1139.SKQ2021,1,1,FALSE,SKQ2021,SKQ21 EcoFOCI DBO,11/16/21,11/15/21,7:03,22:03,NA,32,3,Niskin; Sterivex 0.22µm filter,95% EtOH,Bering Sea,DBO2.5,44.4,64˚ 59.39' N,169˚ 8.39' W,1000,Matt Galaska,
E1140.SKQ2021,1,1,FALSE,SKQ2021,SKQ21 EcoFOCI DBO,11/16/21,11/15/21,7:03,22:03,NA,32,6,Niskin; Sterivex 0.22µm filter,95% EtOH,Bering Sea,DBO2.5,30.5,64˚ 59.39' N,169˚ 8.39' W,1000,Matt Galaska,
E1141.SKQ2021,1,1,FALSE,SKQ2021,SKQ21 EcoFOCI DBO,11/16/21,11/15/21,7:03,22:03,NA,32,12,Niskin; Sterivex 0.22µm filter,95% EtOH,Bering Sea,DBO2.5,10.4,64˚ 59.39' N,169˚ 8.39' W,1000,Matt Galaska,
E1142.SKQ2021,1,1,FALSE,SKQ2021,SKQ21 EcoFOCI DBO,11/16/21,11/16/21,10:31,1:31,NA,33,3,Niskin; Sterivex 0.22µm filter,95% EtOH,Bering Sea,DBO2.4,44,64˚ 57.53' N,169˚ 52.82' W,1000,Matt Galaska,
E1143.SKQ2021,1,1,FALSE,SKQ2021,SKQ21 EcoFOCI DBO,11/16/21,11/16/21,10:31,1:31,NA,33,6,Niskin; Sterivex 0.22µm filter,95% EtOH,Bering Sea,DBO2.4,30.4,64˚ 57.53' N,169˚ 52.82' W,1000,Matt Galaska,
E1144.SKQ2021,1,1,FALSE,SKQ2021,SKQ21 EcoFOCI DBO,11/16/21,11/16/21,10:31,1:31,NA,33,12,Niskin; Sterivex 0.22µm filter,95% EtOH,Bering Sea,DBO2.4,10.2,64˚ 57.53' N,169˚ 52.82' W,1000,Matt Galaska,
E1145.SKQ2021,1,1,FALSE,SKQ2021,SKQ21 EcoFOCI DBO,11/16/21,11/16/21,16:31,7:31,NA,34,3,Niskin; Sterivex 0.22µm filter,95% EtOH,Bering Sea,DBO2.3,33.7,64˚ 40.19' N,168˚ 14.14' W,1000,Matt Galaska,
E1146.SKQ2021,1,1,FALSE,SKQ2021,SKQ21 EcoFOCI DBO,11/16/21,11/16/21,16:31,7:31,NA,34,9,Niskin; Sterivex 0.22µm filter,95% EtOH,Bering Sea,DBO2.3,10.2,64˚ 40.19' N,168˚ 14.14' W,1000,Matt Galaska,
END.NC.SKQ2021,1,1,TRUE,SKQ2021,SKQ21 EcoFOCI DBO,11/16/21,11/16/21,NA,NA,NA,NA,NA,Sterivex 0.22µm filter,95% EtOH,NA,NA,NA,NA,NA,1000,Matt Galaska,